season,week,player,team,opp,position,line,pred_yards,prob_over,edge,targets
2024,12,N.Collins,HOU,TEN,WR,60.5,97.33950245051298,0.992974693711194,0.8956789607213702,9
2024,12,G.Kittle,SF,GB,TE,35.5,60.49656886801276,0.9813765486548217,0.8735370474319323,6
2024,12,T.Kelce,KC,CAR,TE,35.5,59.34303887866342,0.9765343633696911,0.8642928755239557,8
2024,12,Z.Ertz,WAS,DAL,TE,35.5,59.05192853400163,0.9751571943947421,0.8616637347535986,8
2024,12,H.Henry,NE,MIA,TE,35.5,57.48508298502517,0.9665310120365249,0.8451955684333657,8
2024,12,C.Kmet,CHI,MIN,TE,35.5,57.11787209959106,0.9641871071319488,0.8407208408882658,10
2024,12,J.Waddle,MIA,NE,WR,60.5,87.00064418272002,0.9613615636165488,0.8353266214497749,9
2024,12,A.Brown,PHI,LA,WR,60.5,86.13440121198708,0.9562708279245474,0.8256079442195905,7
2024,12,C.Kupp,LA,PHI,WR,60.5,83.49511329198754,0.937363003010215,0.789511187564956,11
2024,12,N.Brown,WAS,DAL,WR,60.5,80.68182556841957,0.9107608340915923,0.7387252287203124,10
2024,12,C.Sutton,DEN,LV,WR,60.5,80.50298789925954,0.9088214456412883,0.7350227598606413,10
2024,12,C.Lamb,DAL,WAS,WR,60.5,78.22314164171077,0.8813064146010556,0.6824940642383789,12
2024,12,T.Johnson,NYG,TB,TE,35.5,49.183862262423744,0.8729238820834923,0.6664910476139397,6
2024,12,Z.Flowers,BAL,LAC,WR,60.5,76.63760344963501,0.8590006416501079,0.6399103158774787,8
2024,12,S.LaPorta,DET,IND,TE,35.5,48.231571105549314,0.8556469278391066,0.6335077713292034,6
2024,12,D.Vele,DEN,LV,WR,60.5,74.22319199816539,0.8198725446416177,0.565211221588543,9
2024,12,M.Andrews,BAL,LAC,TE,35.5,44.64328542535084,0.7769522273631686,0.4832724340569582,5
2024,12,D.Moore,CAR,KC,WR,60.5,69.58493517117704,0.7276305032298261,0.3891127788933044,10
2024,12,A.St. Brown,DET,IND,WR,60.5,66.563181966683,0.6569716331051366,0.2542185722916245,7
2024,12,J.Williams,DET,IND,WR,60.5,66.563181966683,0.6569716331051366,0.2542185722916245,7
2024,12,J.Smith-Njigba,SEA,ARI,WR,60.5,65.12226190827954,0.6210162037519754,0.185576388981044,7
2024,13,B.Bowers,LV,KC,TE,35.5,135.77025148007587,1.0,0.9090909090909091,14
2024,13,J.Jeudy,CLE,DEN,WR,60.5,135.09418093107607,0.9999996702838004,0.9090902796327099,13
2024,13,D.Njoku,CLE,DEN,TE,35.5,90.89588613375474,0.9999980470136394,0.9090871806624023,17
2024,13,J.Smith,MIA,GB,TE,35.5,85.81199685019607,0.9999862152643222,0.9090645927773423,11
2024,13,E.Moore,CLE,DEN,WR,60.5,119.9466538958153,0.9999630102035636,0.9090202922068032,14
2024,13,T.McBride,ARI,MIN,TE,35.5,82.0388137439559,0.9999473913595099,0.9089904744136098,12
2024,13,T.Kelce,KC,LV,TE,35.5,81.88279163906823,0.9999445083175845,0.9089849704244796,13
2024,13,M.Evans,TB,CAR,WR,60.5,115.24251169289647,0.9998686247787087,0.9088401018502621,12
2024,13,D.Moore,CHI,DET,WR,60.5,114.49899365713681,0.9998408503526752,0.9087870779460163,16
2024,13,L.McConkey,LAC,ATL,WR,60.5,114.2597187643135,0.9998308018064939,0.9087678943578519,12
2024,13,H.Henry,NE,IND,TE,35.5,67.8923822073872,0.9965264051480875,0.902459500737258,9
2024,13,T.Kraft,GB,MIA,TE,35.5,66.80770406003829,0.9954593106539927,0.9004223203394407,7
2024,13,D.London,ATL,LAC,WR,60.5,98.08435437300713,0.9938882170634677,0.8974229598484385,16
2024,13,M.Andrews,BAL,PHI,TE,35.5,63.744446169837346,0.9907062933721982,0.8913483782560147,7
2024,13,N.Collins,HOU,JAX,WR,60.5,91.96950170437024,0.9820459599939945,0.8748150145339894,11
2024,13,T.Tremble,CAR,TB,TE,35.5,59.838189297495354,0.9787291843660509,0.8684829883351881,8
2024,13,C.Sutton,DEN,CLE,WR,60.5,88.06436159562882,0.9669410929491071,0.8459784501755682,9
2024,13,P.Washington,JAX,HOU,WR,60.5,87.43236325788916,0.9637122380488681,0.8398142726387481,12
2024,13,J.Meyers,LV,KC,WR,60.5,84.95907331959356,0.9485131414383637,0.8107978154732398,11
2024,13,E.Engram,JAX,HOU,TE,35.5,54.907403965491554,0.9470914680321872,0.808083711697812,9
2024,13,I.Likely,BAL,PHI,TE,35.5,54.01738659677079,0.9385986287315097,0.7918701093965185,8
2024,13,P.Freiermuth,PIT,CIN,TE,35.5,52.87576137305763,0.9261886939596478,0.7681784157411456,7
2024,13,M.Harrison,ARI,MIN,WR,60.5,82.0388137439559,0.9244875770124433,0.7649308288419372,12
2024,13,D.Adams,NYJ,SEA,WR,60.5,80.72497981720602,0.9112241859116846,0.7396098094677616,12
2024,13,M.Nabers,NYG,DAL,WR,60.5,80.00206583894881,0.903223114629128,0.7243350370192443,13
2024,13,J.Jefferson,MIN,ARI,WR,60.5,79.3349631026401,0.8953811291742841,0.7093639738781787,9
2024,13,C.Otton,TB,CAR,TE,35.5,50.47603923318694,0.8939850700540408,0.7066987701031688,7
2024,13,Z.Ertz,WAS,TEN,TE,35.5,50.33179319818149,0.8917675151971348,0.7024652562854392,6
2024,13,T.Higgins,CIN,PIT,WR,60.5,78.09177029507765,0.8795589196716589,0.6791579375549851,10
2024,13,A.Thielen,CAR,TB,WR,60.5,77.38965123988929,0.8699123195399117,0.6607417009398313,10
2024,13,D.Achane,MIA,GB,RB,55.5,69.02731343000961,0.8330371171471053,0.5903435872808374,9
2024,13,N.Gray,KC,LV,TE,35.5,46.98745037394578,0.8307889264608579,0.5860515868798196,6
2024,13,T.Hockenson,MIN,ARI,TE,35.5,46.97407704134566,0.8305076026749078,0.5855145141975512,6
2024,13,S.LaPorta,DET,CHI,TE,35.5,46.26341516541046,0.8151275382128105,0.556152572951729,6
2024,13,J.Johnson,NO,LA,TE,35.5,46.25212903503086,0.8148764898599654,0.5556732988235703,7
2024,13,T.Hill,NO,LA,TE,35.5,46.25212903503086,0.8148764898599654,0.5556732988235703,7
2024,13,D.Schultz,HOU,JAX,TE,35.5,45.81767704075477,0.8050521201441632,0.5369176839115842,7
2024,13,G.Wilson,NYJ,SEA,WR,60.5,73.15917430462258,0.800649916821957,0.5285134775691905,10
2024,13,B.Thomas,JAX,HOU,WR,60.5,72.56238481488965,0.789347419427377,0.5069359825431742,10
2024,13,A.Brown,PHI,BAL,WR,60.5,70.31729617298734,0.7436007605709483,0.41960145199908305,6
2024,13,D.Metcalf,SEA,NYJ,WR,60.5,70.12614584336318,0.7394799859026051,0.411734518541337,9
2024,13,J.Chase,CIN,PIT,WR,60.5,69.82002774349588,0.7328104453253801,0.3990017592575438,9
2024,13,T.Hill,MIA,GB,WR,60.5,69.02731343000961,0.7151480255031706,0.3652825941424166,9
2024,13,T.McLaurin,WAS,TEN,WR,60.5,68.07756094113174,0.6932805364997666,0.32353556968137265,8
2024,13,D.Hopkins,KC,LV,WR,60.5,67.71948469729927,0.6848479889859919,0.3074370698823481,9
2024,13,D.Moore,CAR,TB,WR,60.5,65.11172811309929,0.6207490071069224,0.18506628629503363,9
2024,13,T.Conklin,NYJ,SEA,TE,35.5,38.594150201489725,0.6017370613569311,0.14877075349959568,5
2024,13,Z.Flowers,BAL,PHI,WR,60.5,63.744446169837346,0.5856216468942141,0.1180049622525906,7
2024,14,J.Chase,CIN,DAL,WR,60.5,162.49663797791763,0.9999999999947609,0.9090909090809071,18
2024,14,P.Nacua,LA,BUF,WR,60.5,153.1084485025295,0.9999999996668643,0.9090909084549227,14
2024,14,J.Addison,MIN,ATL,WR,60.5,133.7503966463348,0.9999994785333752,0.9090899135637163,12
2024,14,T.McBride,ARI,SEA,TE,35.5,89.41524543212354,0.999996487623413,0.9090842036446974,14
2024,14,A.Cooper,BUF,LA,WR,60.5,100.76888420786467,0.9963690833379609,0.9021591590997435,14
2024,14,M.Mayer,LV,TB,TE,35.5,67.5029781477259,0.9961724467408618,0.901783761959827,9
2024,14,D.Njoku,CLE,PIT,TE,35.5,66.56835027051396,0.9951876532156855,0.8999037015935814,13
2024,14,T.Hill,MIA,NYJ,WR,60.5,97.78640393237514,0.9935362489715072,0.8967510207637863,14
2024,14,A.Thielen,CAR,PHI,WR,60.5,97.34810928777861,0.9929859028829747,0.8957003600493153,11
2024,14,C.Watson,GB,DET,WR,60.5,95.93977106616256,0.9909276359502168,0.8917709413595049,7
2024,14,B.Thomas,JAX,TEN,WR,60.5,94.64155433137032,0.988580095825222,0.887289273848151,12
2024,14,D.Adams,NYJ,MIA,WR,60.5,91.77719617469411,0.981471993761814,0.8737192608180085,11
2024,14,R.McCloud,ATL,MIN,WR,60.5,88.32883067858445,0.9682201165392029,0.8484202224839328,11
2024,14,G.Wilson,NYJ,MIA,WR,60.5,86.91735087332171,0.9608940598654269,0.8344341142885422,10
2024,14,G.Kittle,SF,CHI,TE,35.5,56.1148611574171,0.9570930364541747,0.8271776150488789,6
2024,14,J.Waddle,MIA,NYJ,WR,60.5,83.91059660789725,0.9407034845223432,0.795888470451746,12
2024,14,S.LaPorta,DET,GB,TE,35.5,50.069726059779384,0.887653598900038,0.6946114160818908,7
2024,14,J.Meyers,LV,TB,WR,60.5,77.26955303069201,0.8682101399612059,0.657492085380484,10
2024,14,T.Kraft,GB,DET,TE,35.5,48.81915110095591,0.8664852443065332,0.6541991027670179,5
2024,14,K.Shakir,BUF,LA,WR,60.5,75.87680315595485,0.8473467647821417,0.6176620054931795,8
2024,14,J.Jefferson,MIN,ATL,WR,60.5,72.49781462179872,0.788102393250079,0.5045591143865145,7
2024,14,C.Ridley,TEN,JAX,WR,60.5,72.02526286983317,0.778860616320766,0.4869157220669168,12
2024,14,T.Hockenson,MIN,ATL,TE,35.5,44.56191341672047,0.7749233424700244,0.4793991083518647,5
2024,14,D.Bellinger,NYG,NO,TE,35.5,44.311101407913185,0.7686043821498527,0.46733563864971883,7
2024,14,J.Ferguson,DAL,CIN,TE,35.5,44.10956000596614,0.7634558736151249,0.45750666781069294,6
2024,14,D.London,ATL,MIN,WR,60.5,69.81702445080029,0.732744586773584,0.39887602929502397,10
2024,14,T.Kelce,KC,LAC,TE,35.5,42.638109973793114,0.7240256214093456,0.38223073178147793,6
2024,14,D.Mooney,ATL,MIN,WR,60.5,69.30378935772299,0.7213710433078382,0.37716290086041837,7
2024,14,E.Engram,JAX,TEN,TE,35.5,42.4824339736195,0.7196727062708784,0.37392062106258606,6
2024,14,C.Brown,CIN,DAL,RB,55.5,62.11889406362122,0.6818142669140967,0.3016454186541847,8
2024,14,T.Tracy,NYG,NO,RB,55.5,61.685413240306886,0.6706885421595972,0.2804053986683218,10
2024,14,C.Lamb,DAL,CIN,WR,60.5,66.15099256805422,0.6468139216260308,0.23482657764969517,7
2024,14,J.Palmer,LAC,KC,WR,60.5,65.85194888852428,0.639377956330176,0.2206306439030633,9
2024,14,W.Robinson,NYG,NO,WR,60.5,64.39841890831846,0.6025274592603166,0.1502796949515135,11
2024,14,J.McMillan,TB,LV,WR,60.5,64.10020299904834,0.5948401174095426,0.13560386050912665,7
2024,14,C.Kupp,LA,BUF,WR,60.5,63.81207159792608,0.5873777765810668,0.12135757347294573,8
2024,14,J.Jennings,SF,CHI,WR,60.5,63.80852291313501,0.5872856657687574,0.12118172555853679,8
2024,15,A.St. Brown,DET,BUF,WR,60.5,192.32473818542317,1.0,0.9090909090909091,18
2024,15,D.Adams,NYJ,JAX,WR,60.5,176.23225866168713,0.999999999999994,0.9090909090908976,12
2024,15,M.Evans,TB,LAC,WR,60.5,125.57045528767023,0.9999928117347839,0.9090771860391329,11
2024,15,T.McBride,ARI,NE,TE,35.5,84.10240717097152,0.9999744131268155,0.9090420614239204,10
2024,15,S.LaPorta,DET,BUF,TE,35.5,83.62539733210308,0.9999696984046724,0.9090330605907382,10
2024,15,J.Jeudy,CLE,KC,WR,60.5,117.99547573552232,0.9999367131863396,0.9089700888102846,14
2024,15,B.Strange,JAX,NYJ,TE,35.5,74.35302505563246,0.999397622749078,0.9079409161573306,12
2024,15,C.Lamb,DAL,CAR,WR,60.5,107.87087717545457,0.9992058815279145,0.9075748647351094,13
2024,15,J.Smith,MIA,HOU,TE,35.5,72.89552152011791,0.9990843003942155,0.9073427552980476,11
2024,15,B.Thomas,JAX,NYJ,WR,60.5,107.04799848601161,0.9990427985836579,0.9072635245688013,14
2024,15,A.Brown,PHI,PIT,WR,60.5,101.01664309778546,0.996544571335212,0.9024941816399502,11
2024,15,D.Smith,PHI,PIT,WR,60.5,98.9432691778656,0.994809672920571,0.8991821028483628,12
2024,15,C.Okonkwo,TEN,CIN,TE,35.5,66.04618482237542,0.9945441724953341,0.8986752384001833,10
2024,15,J.Chase,CIN,TEN,WR,60.5,95.72085049609593,0.9905641758517301,0.8910770629896665,11
2024,15,J.Jefferson,MIN,CHI,WR,60.5,90.17623046582158,0.976059066073196,0.8633854897761015,14
2024,15,D.Kincaid,BUF,DET,TE,35.5,56.08273600993723,0.9568482834750759,0.8267103593615085,7
2024,15,K.Allen,CHI,MIN,WR,60.5,84.54084279633379,0.9455020721327856,0.8050494104353179,13
2024,15,T.Kelce,KC,CLE,TE,35.5,53.987823931736486,0.9382992468632526,0.7912985621934823,8
2024,15,M.Nabers,NYG,BAL,WR,60.5,83.33022708265813,0.9359973562709017,0.7869040437899033,14
2024,15,T.McLaurin,WAS,NO,WR,60.5,80.43504915335616,0.9080765556123384,0.7336006970781005,10
2024,15,T.Hockenson,MIN,CHI,TE,35.5,50.96682318048133,0.9012839087893185,0.7206329167796081,7
2024,15,J.Smith-Njigba,SEA,GB,WR,60.5,79.71889242661703,0.8999487325320706,0.7180839439248621,12
2024,15,G.Kittle,SF,LA,TE,35.5,47.74948099787483,0.8463230480962995,0.6157076372747536,7
2024,15,J.Gibbs,DET,BUF,RB,55.5,69.37673044200952,0.8392048219111636,0.6021182963758578,7
2024,15,T.Higgins,CIN,TEN,WR,60.5,74.6068186203749,0.8265077801120178,0.5778784893047612,8
2024,15,N.Fant,SEA,GB,TE,35.5,46.23717813646596,0.8145435966223743,0.5550377753699873,7
2024,15,S.Smartt,LAC,TB,TE,35.5,44.94739998838209,0.7844419877344408,0.4975710674930234,6
2024,15,J.Addison,MIN,CHI,WR,60.5,70.59330187586434,0.7494903421028029,0.43084519855989634,9
2024,15,Q.Johnston,LAC,TB,WR,60.5,70.14505585261193,0.7398891581014633,0.4125156654664298,10
2024,15,T.Spears,TEN,CIN,RB,55.5,64.41326746686738,0.7378274722416187,0.4085797197339993,7
2024,15,X.Worthy,KC,CLE,WR,60.5,69.57892426570804,0.7274974100034752,0.38885869182481636,11
2024,15,P.Nacua,LA,SF,WR,60.5,69.30868616007503,0.7214806628882121,0.3773721746047686,8
2024,15,B.Bowers,LV,ATL,TE,35.5,40.53726682377088,0.6626740752352787,0.26510505272189555,6
2024,15,K.Pitts,ATL,LV,TE,35.5,40.4119898866667,0.6588521625166515,0.2578086738954255,4
2024,15,P.Freiermuth,PIT,PHI,TE,35.5,39.14792164245597,0.6194335670413134,0.18255499162432554,6
2024,15,C.Parkinson,LA,SF,TE,35.5,38.99626909981747,0.614610376415963,0.17334708224865647,5
2024,15,T.Johnson,BUF,DET,RB,55.5,59.181466498523854,0.6037100245625713,0.15253731961945427,5
2024,15,J.Hill,BAL,NYG,RB,55.5,58.407695348863776,0.5822654726673621,0.11159772054678208,5
2024,16,B.Bowers,LV,JAX,TE,35.5,103.79631107636132,0.9999999936983991,0.9090908970605801,13
2024,16,S.LaPorta,DET,CHI,TE,35.5,85.19198686334556,0.9999827101694396,0.9090579012325666,7
2024,16,K.Allen,CHI,DET,WR,60.5,118.44588401585882,0.999944012010311,0.9089840229287756,13
2024,16,J.Jefferson,MIN,SEA,WR,60.5,118.26078688231631,0.9999411142480162,0.9089784908371219,13
2024,16,G.Kittle,SF,MIA,TE,35.5,81.17350243837097,0.9999294195285944,0.9089561645545893,9
2024,16,C.Okonkwo,TEN,IND,TE,35.5,80.50221349344802,0.9999116477313291,0.908922236577992,11
2024,16,B.Thomas,JAX,LV,WR,60.5,113.75488004604622,0.9998076223240379,0.9087236426186177,13
2024,16,D.Njoku,CLE,CIN,TE,35.5,73.5589852280555,0.9992419449745917,0.9076437131333115,10
2024,16,A.Brown,PHI,WAS,WR,60.5,105.88804605413273,0.9987604045734821,0.9067244087311932,15
2024,16,J.Ferguson,DAL,TB,TE,35.5,60.413589074791695,0.981059147407723,0.8729310995965621,9
2024,16,J.Chase,CIN,CLE,WR,60.5,90.68161250200369,0.9778956968819775,0.8668917849565025,8
2024,16,Z.Flowers,BAL,PIT,WR,60.5,89.2474831616248,0.972349187022473,0.8563029934065393,8
2024,16,D.Adams,NYJ,LA,WR,60.5,87.37260888904883,0.9633940346309336,0.8392067933863279,13
2024,16,H.Henry,NE,BUF,TE,35.5,55.26333146405522,0.9502152512597014,0.81404729785943,8
2024,16,J.Williams,DET,CHI,WR,60.5,85.19198686334556,0.9501317543569254,0.8138878946814031,7
2024,16,T.Conklin,NYJ,LA,TE,35.5,54.2870107461641,0.9412770077355797,0.7969833784042883,7
2024,16,C.Lamb,DAL,TB,WR,60.5,81.55021664573485,0.9197434210788815,0.7558738038778647,8
2024,16,D.Samuel,SF,MIA,WR,60.5,81.17350243837097,0.9159343956991955,0.7486020281530097,9
2024,16,T.Kraft,GB,NO,TE,35.5,51.98046254637947,0.9151816163079161,0.747164903860567,4
2024,16,M.Andrews,BAL,PIT,TE,35.5,51.74868425665375,0.9121409067464346,0.7413599128795568,6
2024,16,J.Williams,DEN,LAC,RB,55.5,73.14047536340956,0.8961714431656291,0.7108727551343829,11
2024,16,P.Durham,TB,DAL,TE,35.5,49.722224423516806,0.8820279181954417,0.6838714801912977,7
2024,16,J.Smith-Njigba,SEA,MIN,WR,60.5,78.27682998399533,0.8820153928708201,0.6838475682079292,12
2024,16,X.Worthy,KC,HOU,WR,60.5,78.02346666765062,0.878643222813285,0.6774097890071804,11
2024,16,D.Schultz,HOU,KC,TE,35.5,49.48700336584411,0.8781085819408436,0.6763891109779742,8
2024,16,M.Nabers,NYG,ATL,WR,60.5,76.72202450029344,0.8602555728567551,0.6423060936356234,14
2024,16,D.Moore,CHI,DET,WR,60.5,73.51520652590492,0.807215350314014,0.5410474869631177,10
2024,16,N.Fant,SEA,MIN,TE,35.5,45.54369318331337,0.7986965300037476,0.5247842845526091,6
2024,16,W.Robinson,NYG,ATL,WR,60.5,72.16141698914824,0.7815467917291563,0.49204387511929837,12
2024,16,J.Smith,MIA,SF,TE,35.5,42.772452285252,0.7277551372730651,0.3893507166122151,6
2024,16,A.St. Brown,DET,CHI,WR,60.5,69.30856202694203,0.7214778843094606,0.37736687004533387,8
2024,16,P.Nacua,LA,NYJ,WR,60.5,68.86061310949707,0.7113641079134323,0.358058751471098,9
2024,16,T.Kelce,KC,HOU,TE,35.5,42.02576556426877,0.7067151932411077,0.34918355073302365,7
2024,16,R.Odunze,CHI,DET,WR,60.5,66.81496114089151,0.6631215132142692,0.2659592524999683,7
2024,16,O.Zaccheaus,WAS,PHI,WR,60.5,65.81193858514081,0.6383789847310265,0.2187235163046869,8
2024,16,T.Higgins,CIN,CLE,WR,60.5,65.23401287496196,0.6238472569477203,0.1909811269001932,11
2024,16,R.White,TB,DAL,RB,55.5,59.83960312686732,0.6217087430871925,0.18689850953009468,8
2024,17,T.McBride,ARI,LA,TE,35.5,129.39813431334954,0.9999999999999974,0.9090909090909042,16
2024,17,M.Gesicki,CIN,DEN,TE,35.5,103.51417843444553,0.9999999927699008,0.9090908952879925,12
2024,17,P.Nacua,LA,ARI,WR,60.5,125.37425736198041,0.9999923716938424,0.9090763459609718,14
2024,17,M.Nabers,NYG,IND,WR,60.5,122.11540490459687,0.99998001851693,0.9090527626232299,8
2024,17,G.Kittle,SF,DET,TE,35.5,83.77864702004005,0.9999712961589154,0.9090361108488385,8
2024,17,T.Kelce,KC,PIT,TE,35.5,81.25721063125437,0.9999313829696523,0.9089599129420636,11
2024,17,S.LaPorta,DET,SF,TE,35.5,74.99636839340197,0.9995014859955796,0.9081392005370157,8
2024,17,J.Chase,CIN,DEN,WR,60.5,106.83932357015208,0.9989968165965901,0.9071757407753084,15
2024,17,T.Higgins,CIN,DEN,WR,60.5,103.51417843444553,0.9979320873668237,0.905143075882118,12
2024,17,D.London,ATL,WAS,WR,60.5,103.35900275092709,0.9978634678526771,0.9050120749914744,13
2024,17,J.Johnson,NO,LV,TE,35.5,65.92770768510655,0.9943879342900703,0.8983769654628615,10
2024,17,D.Smith,PHI,DAL,WR,60.5,96.90867026355379,0.9923930044481307,0.8945684630373404,7
2024,17,T.Hill,MIA,CLE,WR,60.5,95.90228412283464,0.9908662825185254,0.8916538120808212,9
2024,17,J.Jennings,SF,DET,WR,60.5,94.5807098827771,0.988458173963917,0.8870565139311143,10
2024,17,R.Pearsall,SF,DET,WR,60.5,94.5807098827771,0.988458173963917,0.8870565139311143,10
2024,17,J.Jeudy,CLE,MIA,WR,60.5,93.4836394961057,0.9860578138877178,0.8824740083310977,18
2024,17,M.Evans,TB,CAR,WR,60.5,91.92953390343484,0.9819279341583312,0.8745896924840869,9
2024,17,A.Pierce,IND,NYG,WR,60.5,90.89228210201361,0.9786254018119087,0.868284858004553,9
2024,17,M.Pittman,IND,NYG,WR,60.5,90.64265253653751,0.9777584713339843,0.8666298089103336,10
2024,17,P.Freiermuth,PIT,KC,TE,35.5,58.91982077110513,0.9745102165002788,0.8604285951368958,8
2024,17,M.Mims,DEN,CIN,WR,60.5,89.50663149175416,0.9734296276952848,0.8583656528728165,8
2024,17,T.Conklin,NYJ,BUF,TE,35.5,57.39119298761842,0.965944072256851,0.8440750470358064,8
2024,17,B.Thomas,JAX,TEN,WR,60.5,87.73607961236551,0.9652947631880405,0.8428354569953501,10
2024,17,J.Jefferson,MIN,GB,WR,60.5,87.3625777830836,0.9633403939749252,0.8391043884975845,11
2024,17,M.Harrison,ARI,LA,WR,60.5,82.14617829431225,0.9255008279054204,0.766865216910348,10
2024,17,B.Bowers,LV,NO,TE,35.5,52.5820261878218,0.9227046850330421,0.7615271259721713,7
2024,17,L.McConkey,LAC,NE,WR,60.5,81.47155038232269,0.9189589843012711,0.754376242756972,10
2024,17,T.Hockenson,MIN,GB,TE,35.5,51.371239309526054,0.9070163278470554,0.7315766258898331,6
2024,17,Z.Ertz,WAS,ATL,TE,35.5,50.1769860638638,0.8893506692400972,0.6978512776401855,7
2024,17,C.Sutton,DEN,CIN,WR,60.5,77.74496945513714,0.8748589862682377,0.6701853374211809,9
2024,17,C.Okonkwo,TEN,JAX,TE,35.5,47.49652360671936,0.8412746371313513,0.6060697617962161,7
2024,17,X.Worthy,KC,PIT,WR,60.5,75.37692492796009,0.8393512302141813,0.6023978031361643,9
2024,17,J.Akins,CLE,MIA,TE,35.5,47.354926461930944,0.8384017681154794,0.6005851936750061,8
2024,17,J.Williams,DET,SF,WR,60.5,74.99636839340197,0.8330841101806647,0.5904333012539963,8
2024,17,O.Zaccheaus,WAS,ATL,WR,60.5,73.40653292811824,0.8052254958796281,0.5372486739520173,9
2024,17,R.Doubs,GB,MIN,WR,60.5,72.74280991086316,0.7928034981614096,0.5135339510354183,11
2024,17,A.St. Brown,DET,SF,WR,60.5,71.8866194365917,0.7761060117932095,0.48165693160521805,10
2024,17,N.Fant,SEA,CHI,TE,35.5,43.93869702981151,0.759042152038548,0.4490804720735916,5
2024,17,J.Meyers,LV,NO,WR,60.5,70.06797987101505,0.7382193242418091,0.409327800825272,9
2024,17,A.Thielen,CAR,TB,WR,60.5,69.0866963347688,0.7164902132330364,0.36784495253579674,6
2024,17,D.Schultz,HOU,BAL,TE,35.5,42.11710797553816,0.7093290443337388,0.3541736300916831,6
2024,17,D.Culp,TB,CAR,TE,35.5,42.07093234293429,0.7080090458811086,0.3516536330457527,4
2024,17,F.Moreau,NO,LV,TE,35.5,39.881765451133255,0.6424992058621855,0.22658939300962677,5
2024,17,J.Addison,MIN,GB,WR,60.5,64.58334720138316,0.6072747774388074,0.1593427569286323,8
2024,18,D.London,ATL,CAR,WR,60.5,173.50399708111726,0.9999999999999754,0.909090909090862,18
2024,18,Q.Johnston,LAC,LV,WR,60.5,161.06998329744405,0.9999999999899066,0.9090909090716399,14
2024,18,P.Freiermuth,PIT,CIN,TE,35.5,81.30853749074147,0.9999325613116702,0.9089621625040976,11
2024,18,T.McBride,ARI,SF,TE,35.5,81.08719676700221,0.9999273398351272,0.9089521942306973,11
2024,18,M.Gesicki,CIN,PIT,TE,35.5,71.78227466563466,0.9987507493608961,0.9067059760526198,10
2024,18,J.Chase,CIN,PIT,WR,60.5,105.77587422658381,0.9987293985821506,0.9066652154750148,14
2024,18,B.Thomas,JAX,IND,WR,60.5,103.95593629814127,0.998116625990412,0.9054953768907864,11
2024,18,B.Bowers,LV,LAC,TE,35.5,67.88076521704113,0.9965162863049615,0.9024401829458355,9
2024,18,J.Downs,IND,JAX,WR,60.5,99.4847362752073,0.9953249718980253,0.9001658554416846,13
2024,18,J.Smith,MIA,NYJ,TE,35.5,64.72848799813528,0.9925686478565368,0.8949037822715702,12
2024,18,M.Andrews,BAL,CLE,TE,35.5,62.974197412976864,0.9889753184121017,0.8880437896958305,8
2024,18,S.LaPorta,DET,MIN,TE,35.5,62.747397053559325,0.9884148957422316,0.8869738918715331,7
2024,18,J.Meyers,LV,LAC,WR,60.5,91.24549656750732,0.9798031313148676,0.87053325069202,10
2024,18,M.Evans,TB,NO,WR,60.5,89.95657926876774,0.9752217278835855,0.8617869350504814,14
2024,18,J.Johnson,NO,TB,TE,35.5,58.25720030347942,0.9710486178490045,0.8538200886208268,7
2024,18,N.Fant,SEA,LA,TE,35.5,57.28910909578548,0.965296332435832,0.842838452832043,6
2024,18,T.McLaurin,WAS,DAL,WR,60.5,87.61097764158826,0.9646499168985351,0.8416043868062942,12
2024,18,T.Kraft,GB,CHI,TE,35.5,56.546311067915894,0.9602726866951964,0.8332478564181022,7
2024,18,M.Pittman,IND,JAX,WR,60.5,83.1644237739107,0.9346008807109483,0.7842380449936285,10
2024,18,D.Adams,NYJ,MIA,WR,60.5,80.93277753856322,0.9134302724793717,0.7438214292788005,12
2024,18,D.Moore,CHI,GB,WR,60.5,78.9243326936993,0.8903307217416754,0.6997222869613803,10
2024,18,J.Dotson,PHI,NYG,WR,60.5,78.73929214122646,0.8879985503998014,0.6952699598541662,11
2024,18,W.Dissly,LAC,LV,TE,35.5,48.90268606981795,0.867979427727805,0.6570516347530823,6
2024,18,C.Sutton,DEN,KC,WR,60.5,74.35216778167499,0.822120881448636,0.5695035009473961,7
2024,18,J.Whyle,TEN,HOU,TE,35.5,46.57717613928648,0.8220219346218319,0.569314602459861,7
2024,18,L.McConkey,LAC,LV,WR,60.5,72.30999560787558,0.7844565335516978,0.49759883678051386,8
2024,18,T.Higbee,LA,SEA,TE,35.5,44.09557382746724,0.7630962633745211,0.45682013916954023,7
2024,18,K.Boutte,NE,BUF,WR,60.5,69.56687096982624,0.7272304291479772,0.3883490011006837,7
2024,18,D.Goedert,PHI,NYG,TE,35.5,41.51376704518168,0.6918662536329797,0.3208355751175067,6
2024,18,Z.Ertz,WAS,DAL,TE,35.5,41.19130962722329,0.6823483776767112,0.30266508465553954,5
2024,18,J.Jeudy,CLE,BAL,WR,60.5,67.24006504862068,0.6734059562846213,0.2855931892706406,13
2024,18,J.Akins,CLE,BAL,TE,35.5,40.44782053197381,0.6599469598702877,0.25989874157054926,8
2024,18,M.Nabers,NYG,PHI,WR,60.5,64.81229953619022,0.613130133307997,0.1705211635879943,8
