season,week,player,team,opp,position,line,pred_yards,prob_over,edge,targets
2024,18,I.Likely,BAL,CLE,TE,35.5,38.929905226884195,0.6124940871505131,0.16930689365097962,5
2024,19,L.McConkey,LAC,HOU,WR,60.5,131.03637131469495,0.9999987145501158,0.9090884550502211,14
2024,19,P.Nacua,LA,MIN,WR,60.5,92.33844173367905,0.9831047467585203,0.8768363347208115,9
2024,19,T.McLaurin,WAS,TB,WR,60.5,85.97401446379823,0.9552713694604856,0.8236998871518362,10
2024,19,D.Goedert,PHI,GB,TE,35.5,53.58113242307099,0.9340640397713822,0.7832131668362751,6
2024,19,C.Sutton,DEN,BUF,WR,60.5,80.05991162643119,0.9038822044239602,0.725593299354833,9
2024,19,T.Higbee,LA,MIN,TE,35.5,43.8826965889086,0.7575858657728839,0.4463002892027783,5
2024,19,J.Metchie,HOU,LAC,WR,60.5,69.80820482764395,0.7325511358374702,0.398506713871534,8
2024,19,N.Collins,HOU,LAC,WR,60.5,69.80820482764395,0.7325511358374702,0.398506713871534,8
2024,20,T.Higbee,LA,PHI,TE,35.5,71.95571146755225,0.9988091352121503,0.9068174399504687,10
2024,20,T.Kelce,KC,HOU,TE,35.5,69.6287065409455,0.9977728591992032,0.9048390948348425,8
2024,20,J.Gibbs,DET,WAS,RB,55.5,89.68344057976313,0.9926903359155437,0.8951360958387652,11
2024,20,P.Nacua,LA,PHI,WR,60.5,96.66015070340809,0.992038522240671,0.8938917242776446,14
2024,20,M.Andrews,BAL,BUF,TE,35.5,62.146998252742144,0.986810397220425,0.8839107583299022,7
2024,20,A.St. Brown,DET,WAS,WR,60.5,84.66186582470027,0.9463873643014007,0.8067395136663104,10
2024,20,N.Collins,HOU,KC,WR,60.5,77.65961879986733,0.8736829117535111,0.6679401042567029,8
2024,20,I.Likely,BAL,BUF,TE,35.5,44.440825306305484,0.7718849279623254,0.47359849883716676,5
2024,20,D.Brown,WAS,DET,WR,60.5,68.68500945929542,0.7073526722818819,0.35040055617450183,8
2024,20,S.LaPorta,DET,WAS,TE,35.5,41.111255309675975,0.6799663158917764,0.29811751215702753,7
2024,21,Z.Ertz,WAS,PHI,TE,35.5,103.93773318582822,0.9999999941191381,0.909090897863809,16
2024,21,D.Goedert,PHI,WAS,TE,35.5,72.8439275312691,0.9990708584976157,0.9073170934954481,8
2024,21,A.Brown,PHI,WAS,WR,60.5,72.8439275312691,0.7947256733470229,0.5172035582079528,8
2024,22,X.Worthy,KC,PHI,WR,60.5,74.5851943202301,0.8261379534372335,0.5771724565619912,8
2024,22,T.Kelce,KC,PHI,TE,35.5,44.96853632589493,0.7849570575767131,0.49855438264645224,6
2024,22,S.Barkley,PHI,KC,RB,55.5,64.19588409608463,0.7327444600957489,0.39887578745552055,7
